tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tBodyAcc-mad()-X,tBodyAcc-mad()-Y,tBodyAcc-mad()-Z,tBodyAcc-max()-X,tBodyAcc-max()-Y,tBodyAcc-max()-Z,tBodyAcc-min()-X,tBodyAcc-min()-Y,tBodyAcc-min()-Z,subject,Activity
0.30282609,-0.066835794,-0.1736808,-0.2366913,0.070712223,-0.35434925,-0.27602294,0.063917358,-0.34609855,-0.20506262,-0.11862854,-0.39035165,0.12472053,-0.051406391,0.43495548,3,WALKING_UPSTAIRS
0.29805475,-0.031431622,-0.15731069,-0.23175168,0.024238808,-0.31732112,-0.26842554,0.012792013,-0.30072876,-0.18966068,-0.075408238,-0.39125587,0.082707327,0.017798232,0.43495548,3,WALKING_UPSTAIRS
0.091124312,-0.11287298,-0.11946275,-0.32644853,0.010603085,-0.31689447,-0.36564572,0.027084538,-0.30626353,-0.24205853,0.033446201,-0.34759145,0.27109995,0.1655642,0.47420096,3,WALKING_UPSTAIRS
0.12888592,-0.013788855,-0.065909648,-0.28796087,0.007483213,-0.32634052,-0.31494861,-0.028168839,-0.29321577,-0.24205853,-0.050703625,-0.39434702,0.26429595,0.10375537,0.56051086,3,WALKING_UPSTAIRS
0.2198336,0.001409301,-0.007317741,-0.35718592,0.062417333,-0.35504262,-0.37962791,0.058909884,-0.32220953,-0.32923361,0.002749916,-0.28453471,0.26429595,0.072098327,0.57263171,3,WALKING_UPSTAIRS
0.36675303,0.000589268,-0.049062658,-0.30502667,0.104219,-0.34954822,-0.33831303,0.12051139,-0.33894683,-0.22519425,0.002749916,-0.28453471,0.14105467,0.072098327,0.5465671,3,WALKING_UPSTAIRS
0.38196763,-0.034866297,-0.10078814,-0.23251008,0.097871853,-0.3850817,-0.26713825,0.13610987,-0.36551481,-0.22519425,-0.010287076,-0.39387983,0.14105467,0.085924202,0.5465671,3,WALKING_UPSTAIRS
0.35345495,0.015948475,-0.052372196,-0.25909481,0.061164168,-0.44745237,-0.30688624,0.046329257,-0.42067127,-0.030022122,-0.16553274,-0.39387983,0.13830391,0.085924202,0.60524957,3,WALKING_UPSTAIRS
0.20922994,0.026107118,-0.091443506,-0.23843828,0.030111883,-0.26651739,-0.33350581,-0.023255889,-0.2159916,-0.030022122,-0.17931123,-0.33354106,0.004684805,0.12291189,0.54825053,3,WALKING_UPSTAIRS
0.13669746,-0.055384001,-0.19109061,-0.21884051,0.046485691,-0.25695173,-0.31596178,0.021862377,-0.19538881,-0.12646574,-0.17931123,-0.33354106,0.004684805,0.060188056,0.54825053,3,WALKING_UPSTAIRS
0.27441806,-0.056769823,-0.17635297,-0.2347091,0.008736664,-0.35894887,-0.32701264,0.034455532,-0.30893564,-0.12646574,-0.18280636,-0.4321647,0.01839926,0.060188056,0.55417357,3,WALKING_UPSTAIRS
0.21042944,-0.16110183,-0.068394118,-0.13416589,0.22824545,-0.38727899,-0.15743536,0.20319004,-0.36316157,-0.29607664,-0.015177303,-0.29826323,0.033298077,-0.14480835,0.60866147,3,WALKING_UPSTAIRS
0.29407001,-0.075006256,-0.10101207,-0.10358513,0.1849004,-0.38565264,-0.12121632,0.094563428,-0.37584169,-0.13043672,-0.12858674,-0.29826323,0.033298077,-0.1928156,0.54994904,3,WALKING_UPSTAIRS
0.24860852,0.009125976,-0.14779804,-0.20752756,0.12086597,-0.45263256,-0.2312578,0.040564359,-0.42022168,-0.13043672,-0.019393909,-0.41664735,0.11014061,-0.1928156,0.54907467,3,WALKING_UPSTAIRS
0.21549677,-0.012975155,-0.086175616,-0.23826414,0.1014198,-0.30483799,-0.27629311,0.096935366,-0.28717597,-0.19990383,-0.019393909,-0.20232638,0.053965022,-0.017553127,0.47483692,3,WALKING_UPSTAIRS
0.26812381,-0.088037829,-0.067815298,-0.27225491,0.12697825,-0.30389123,-0.30313231,0.15632266,-0.32293856,-0.27984528,-0.033510887,-0.20232638,0.053965022,0.035521092,0.47483692,3,WALKING_UPSTAIRS
0.35951803,-0.016889816,-0.077857079,-0.2790229,0.23842195,-0.40735508,-0.29041572,0.28962943,-0.44098743,-0.2971815,0.021808626,-0.33779731,0.13532506,0.035521092,0.52066326,3,WALKING_UPSTAIRS
0.21323468,0.036049984,-0.11035526,-0.18514717,0.16718656,-0.3214699,-0.21666214,0.17882817,-0.33660262,-0.14408055,0.021808626,-0.30340373,0.12789968,0.11839511,0.43873133,3,WALKING_UPSTAIRS
0.20481442,0.004499933,-0.15298272,-0.10481744,0.28242518,-0.31402048,-0.15160164,0.31166848,-0.32820171,-0.11495831,0.12136573,-0.30340373,-0.046278096,-0.0796051,0.4158478,3,WALKING_UPSTAIRS
0.24075493,-0.015526029,-0.081665303,-0.93499239,-0.86002203,-0.43298752,-0.94747457,-0.86887309,-0.3895547,-0.89200625,-0.45690966,-0.36045112,0.72506134,0.65741795,0.73090909,3,STANDING
0.28100578,-0.037916442,-0.20617762,-0.97568724,-0.93700734,-0.80193061,-0.98114936,-0.94203566,-0.76730591,-0.92165465,-0.53575136,-0.78442904,0.78530862,0.62817705,0.73090909,3,STANDING
0.27311074,-0.019947006,-0.09147878,-0.96222327,-0.88928891,-0.95605255,-0.9708388,-0.89111913,-0.96004549,-0.86243767,-0.47517579,-0.77976562,0.78530862,0.62817705,0.81729027,3,STANDING
0.28179384,-0.014159431,-0.098780316,-0.95314984,-0.89985444,-0.9592039,-0.96144542,-0.9001925,-0.95944274,-0.86243767,-0.47517579,-0.77976562,0.78734637,0.64293876,0.82923057,3,STANDING
0.27412441,-0.029926296,-0.11795947,-0.96129792,-0.90733466,-0.96320379,-0.96707836,-0.90115588,-0.96512733,-0.89576467,-0.53487939,-0.81576124,0.79026269,0.64278877,0.81536834,3,STANDING
0.27526771,-0.015050466,-0.11420397,-0.9810915,-0.90112381,-0.96042277,-0.98441708,-0.90140455,-0.96578767,-0.92229094,-0.52467556,-0.80736236,0.82537009,0.64278877,0.81536834,3,STANDING
0.27619094,-0.015568594,-0.11880774,-0.99204263,-0.93587055,-0.97047874,-0.99429091,-0.9342913,-0.97162349,-0.92683156,-0.52467556,-0.80736236,0.84786689,0.6783966,0.82570505,3,STANDING
0.27325437,-0.026320608,-0.12949951,-0.99751415,-0.97827046,-0.98960187,-0.99822074,-0.97578456,-0.99027558,-0.94101316,-0.57415491,-0.82941791,0.8489628,0.6783966,0.83026345,3,STANDING
0.27907242,-0.017639768,-0.10625263,-0.99781751,-0.9861299,-0.96688723,-0.99822236,-0.98631108,-0.96318644,-0.94195937,-0.57111872,-0.80069821,0.85175365,0.68775081,0.83026345,3,STANDING
0.2826611,-0.011751325,-0.10355633,-0.9964977,-0.97853565,-0.97234319,-0.99679999,-0.98003852,-0.96960489,-0.93872321,-0.55202101,-0.80069821,0.85175365,0.69148893,0.83641531,3,STANDING
0.27867898,-0.013728366,-0.11144247,-0.99601646,-0.97749878,-0.98143197,-0.99639575,-0.97920645,-0.98086535,-0.93872321,-0.55202101,-0.81396829,0.84952306,0.69288911,0.83641531,3,STANDING
0.27305103,-0.020057779,-0.10440918,-0.99808454,-0.99509756,-0.98410529,-0.99837974,-0.99418387,-0.981866,-0.94519894,-0.57681392,-0.81140774,0.84938608,0.69311926,0.84209775,3,STANDING
0.27745001,-0.015213574,-0.11366499,-0.99759922,-0.98637853,-0.98690319,-0.99769082,-0.9847843,-0.98639499,-0.94285163,-0.56863906,-0.81140774,0.84938608,0.69386755,0.8386007,3,STANDING
0.28162614,-0.015273006,-0.108266,-0.99783155,-0.98196586,-0.98621233,-0.9979733,-0.98012443,-0.98574803,-0.94285163,-0.56863906,-0.81418133,0.85216024,0.69054451,0.8386007,3,STANDING
0.36100048,0.041930333,-6.81E-05,-0.90946345,-0.68840394,-0.33432521,-0.92408336,-0.72841241,-0.26863312,-0.76684035,-0.28082026,-0.3306963,0.8002352,0.54840512,0.66951688,3,STANDING
0.28447768,0.00303261,-0.20852469,-0.84842292,-0.80226092,-0.72089914,-0.90526731,-0.80581471,-0.68184156,-0.69706747,-0.44060643,-0.76563215,0.58492416,0.59401148,0.66951688,3,STANDING
0.25600381,-0.050236136,-0.098153884,-0.84052438,-0.78990597,-0.87675549,-0.88678198,-0.79744599,-0.88255261,-0.69706747,-0.36053271,-0.66960043,0.58492416,0.57512583,0.78756764,3,STANDING
0.28009789,-0.018414133,-0.11252228,-0.92986525,-0.75171307,-0.88131916,-0.9410814,-0.75372322,-0.89014609,-0.81461999,-0.36053271,-0.66960043,0.73364138,0.57512583,0.80271682,3,STANDING
0.30283482,0.021142501,-0.13124183,-0.96668513,-0.86294161,-0.92438031,-0.97485425,-0.85569657,-0.94158286,-0.89911864,-0.47893701,-0.72349808,0.78591411,0.63678885,0.81766416,3,STANDING
0.28430928,-0.003262257,-0.11664297,-0.97796816,-0.82522956,-0.93586943,-0.98151752,-0.83035952,-0.93664669,-0.9176627,-0.47989575,-0.75610167,0.81998875,0.59519577,0.82012873,3,STANDING
0.28326382,-0.012030672,-0.057917237,-0.97268746,-0.80852399,-0.91108511,-0.97578504,-0.81520212,-0.91161005,-0.91705699,-0.44450165,-0.74849719,0.81998875,0.59519577,0.82012873,3,STANDING
0.286952,-0.011682068,-0.068818839,-0.97959283,-0.87600742,-0.90004981,-0.98192338,-0.8932873,-0.90010762,-0.91705699,-0.44450165,-0.74849719,0.82396914,0.63813675,0.80457419,3,STANDING
0.27267681,-0.017661164,-0.12805853,-0.97969903,-0.92931897,-0.94001421,-0.98523137,-0.93429741,-0.93989586,-0.92592838,-0.53118277,-0.79864367,0.80497297,0.65759305,0.80457419,3,STANDING
0.27185147,-0.01783494,-0.12293669,-0.96809837,-0.91130281,-0.9474451,-0.97800365,-0.92385886,-0.94494056,-0.88343219,-0.49046459,-0.80654425,0.80331129,0.65085473,0.81494169,3,STANDING
0.2754235,-0.021202006,-0.1100767,-0.97188201,-0.91645669,-0.95230138,-0.98026935,-0.92912134,-0.95098399,-0.88343219,-0.49046459,-0.79856929,0.80331129,0.65085473,0.81814205,3,STANDING
0.2708317,-0.027725151,-0.11220416,-0.98398851,-0.93480353,-0.96565947,-0.98788804,-0.94441298,-0.96655244,-0.91866689,-0.54538917,-0.79856929,0.82127162,0.64511237,0.81814205,3,STANDING
0.2727471,-0.023042517,-0.12040509,-0.98675421,-0.94416167,-0.98246297,-0.9916381,-0.9570727,-0.98053802,-0.91866689,-0.55472432,-0.82330758,0.82127162,0.64511237,0.83634654,3,STANDING
0.277341,-0.016725672,-0.12175841,-0.99650485,-0.9873412,-0.9861667,-0.99683617,-0.98815744,-0.98545278,-0.93806096,-0.57121268,-0.82432955,0.85041219,0.68316888,0.83634654,3,STANDING
0.28706553,-0.005986643,-0.10852538,-0.99319895,-0.94000219,-0.98968674,-0.99421934,-0.94157278,-0.98892375,-0.93209243,-0.53119003,-0.82208214,0.84488669,0.66477259,0.83903051,3,STANDING
0.27864378,-0.012788195,-0.1094543,-0.9897404,-0.9182417,-0.98489733,-0.99039511,-0.90569008,-0.98295742,-0.93209243,-0.53119003,-0.82208214,0.84488669,0.66477259,0.83842142,3,STANDING
0.16430905,0.077554196,-0.052819223,-0.93558494,-0.24574071,-0.51836809,-0.94011997,-0.25730741,-0.53899971,-0.89155556,0.098639005,-0.34628295,0.728961,0.61250844,0.75605923,3,SITTING
0.24429634,-0.055037125,-0.068961997,-0.96471713,-0.87120129,-0.8069993,-0.96878093,-0.85582849,-0.79427049,-0.92512734,-0.55841599,-0.73329208,0.79999922,0.61250844,0.76340731,3,SITTING
0.27134909,-0.015977023,-0.035051208,-0.98847456,-0.94513911,-0.91288066,-0.98955519,-0.95807636,-0.89840598,-0.9326507,-0.55841599,-0.73329208,0.8423567,0.64592216,0.84746984,3,SITTING
0.26855745,-0.014486297,-0.0968184,-0.99521781,-0.98601715,-0.96703319,-0.99566993,-0.9855466,-0.96956491,-0.94298619,-0.56601548,-0.77382745,0.84522536,0.69350555,0.84571111,3,SITTING
0.27698778,-0.018260734,-0.10951976,-0.99653904,-0.99468521,-0.99238299,-0.997053,-0.99454553,-0.99186996,-0.941308,-0.57449891,-0.82275643,0.84827692,0.69350555,0.84571111,3,SITTING
0.27788045,-0.017338655,-0.10617037,-0.99715164,-0.99761552,-0.99162252,-0.99752694,-0.99709209,-0.98996761,-0.941308,-0.57497311,-0.82275643,0.84838836,0.6956656,0.84723798,3,SITTING
0.27555343,-0.016676012,-0.10413444,-0.99687889,-0.99541877,-0.9894234,-0.99716872,-0.99571224,-0.98793382,-0.93917412,-0.57184226,-0.81806842,0.84838836,0.69439812,0.84470333,3,SITTING
0.27464524,-0.015177054,-0.10466006,-0.99444234,-0.98512051,-0.98170475,-0.99584175,-0.98717882,-0.97949914,-0.93917412,-0.56116559,-0.81214232,0.8367228,0.6856812,0.84207212,3,SITTING
0.27766128,-0.017271065,-0.10722065,-0.99165304,-0.98029029,-0.98053625,-0.99311654,-0.98131148,-0.97964638,-0.93573975,-0.56116559,-0.81214232,0.8367228,0.6856812,0.8395246,3,SITTING
0.27838495,-0.019059906,-0.11011034,-0.99172718,-0.98766266,-0.98559177,-0.99252052,-0.98675045,-0.98628695,-0.93573975,-0.57299342,-0.81746997,0.84147875,0.68738525,0.8395246,3,SITTING
0.27618768,-0.017867055,-0.11142905,-0.98546972,-0.97699828,-0.98338223,-0.98778344,-0.97867146,-0.98291287,-0.91581547,-0.5546392,-0.81976316,0.84106235,0.67995774,0.83283538,3,SITTING
0.27552752,-0.014104146,-0.11142994,-0.98264559,-0.96881349,-0.97701473,-0.98420475,-0.96743626,-0.97744464,-0.91581547,-0.5546392,-0.81011578,0.83773291,0.67995774,0.83283538,3,SITTING
0.27240728,-0.085983504,-0.21536595,-0.73807539,-0.17724252,0.36411428,-0.78203978,-0.20572421,0.55496529,-0.71175736,-0.25980994,-0.31114443,0.40800351,0.26439673,0.14337023,3,SITTING
0.39317566,-0.081143811,0.060963705,-0.90299761,-0.6452151,-0.36310529,-0.91406761,-0.71840126,-0.31939072,-0.71175736,-0.26888397,-0.31114443,0.79294541,0.47016083,0.71699338,3,SITTING
0.28980389,-0.067702978,-0.17441414,-0.96603669,-0.79148092,-0.81112,-0.97027612,-0.79186967,-0.80246781,-0.87711927,-0.51159174,-0.73086985,0.82500023,0.54697803,0.69762236,3,SITTING
0.26915611,-0.015872993,-0.13505463,-0.9791053,-0.82956858,-0.79071077,-0.98196706,-0.8265305,-0.79967675,-0.91248287,-0.50817516,-0.73086985,0.82581422,0.6075907,0.69762236,3,SITTING
0.27358776,0.006608267,-0.13555113,-0.98515911,-0.80836007,-0.83495381,-0.98892603,-0.80162251,-0.85802754,-0.92582634,-0.4711476,-0.77247748,0.82581422,0.6075907,0.70332658,3,SITTING
0.27889486,-0.004494189,-0.11133195,-0.99737916,-0.86004644,-0.96602514,-0.99765277,-0.85177208,-0.96100575,-0.94251921,-0.4711476,-0.81588437,0.84821094,0.6723869,0.83196881,3,SITTING
0.27832059,-0.025827408,-0.094847131,-0.99825629,-0.96452073,-0.96869612,-0.99840091,-0.9623235,-0.96575663,-0.94300144,-0.57053763,-0.8067388,0.84821094,0.6723869,0.83537995,3,SITTING
0.27882544,-0.014209379,-0.096209069,-0.99929993,-0.98797111,-0.9747673,-0.99924289,-0.98710566,-0.97440819,-0.94487523,-0.56441408,-0.8067388,0.85298057,0.69295406,0.83968339,3,SITTING
0.27614864,0.001508869,-0.094874242,-0.99795288,-0.94935608,-0.9689029,-0.99820775,-0.9434789,-0.96710646,-0.94487523,-0.516286,-0.79668165,0.84988306,0.69363056,0.83968339,3,SITTING
0.27546483,-0.007686772,-0.089048689,-0.99678838,-0.91847488,-0.97434069,-0.99723237,-0.91174275,-0.97072946,-0.9404264,-0.516286,-0.79668165,0.84988306,0.66523328,0.84414185,3,SITTING
0.27758758,-0.026988376,-0.098281824,-0.99613726,-0.96525235,-0.97390521,-0.99636792,-0.9648489,-0.97418572,-0.9404264,-0.56781203,-0.8004203,0.84977509,0.66523328,0.82665345,3,SITTING
0.26184609,0.012139631,-0.17727136,-0.97828101,-0.87117165,-0.81354023,-0.98183632,-0.8690073,-0.82304268,-0.92578835,-0.45348827,-0.8004203,0.81272071,0.68372707,0.68910188,3,SITTING
0.25026411,0.026935894,-0.2433694,-0.97673775,-0.89054903,-0.75055627,-0.97879114,-0.89642167,-0.73075006,-0.92578835,-0.45348827,-0.72094075,0.81272071,0.68672527,0.68910188,3,SITTING
0.28577601,-0.033157071,-0.089408997,-0.97259047,-0.77434252,-0.64901162,-0.97495857,-0.78655257,-0.65248672,-0.89743876,-0.52203199,-0.62970297,0.82916101,0.55197739,0.69475282,3,SITTING
0.31860472,-0.035125806,-0.056683941,-0.92987433,-0.74773317,-0.68446013,-0.94017928,-0.79309725,-0.7293173,-0.85328622,-0.29183852,-0.65611924,0.73489528,0.59370963,0.59045356,3,LAYING
0.27807082,-0.026539151,-0.062495646,-0.959013,-0.92259599,-0.89843983,-0.96180378,-0.92594693,-0.90613037,-0.88661441,-0.55525996,-0.66994946,0.8318916,0.63101,0.84029284,3,LAYING
0.25008823,-0.016151777,-0.095910126,-0.98670465,-0.97682636,-0.98514701,-0.9870138,-0.97605951,-0.98597069,-0.93835702,-0.5618174,-0.81072345,0.8318916,0.68702476,0.84029284,3,LAYING
0.26573827,-0.021703052,-0.090398382,-0.99171918,-0.98750181,-0.987941,-0.99249774,-0.98694693,-0.98938962,-0.93835702,-0.57396057,-0.79671825,0.84082377,0.68633228,0.84988868,3,LAYING
0.26295204,-0.021930064,-0.08713072,-0.99451072,-0.98963674,-0.99387209,-0.99478617,-0.98851352,-0.99529213,-0.94295529,-0.57396057,-0.79671825,0.84277513,0.68633228,0.85363644,3,LAYING
0.26633272,-0.021374101,-0.0934612,-0.99494212,-0.99464033,-0.99463276,-0.9952304,-0.99333434,-0.99453078,-0.94283866,-0.5746574,-0.81734024,0.84482586,0.69150907,0.84965494,3,LAYING
0.27416584,-0.018334288,-0.10162287,-0.99449522,-0.99611422,-0.9939053,-0.99525838,-0.9967758,-0.99457508,-0.94138872,-0.57108451,-0.80929904,0.84482586,0.69434649,0.84965494,3,LAYING
0.27802477,-0.01727334,-0.10561605,-0.99805933,-0.99734844,-0.99284803,-0.9984759,-0.99782659,-0.99361284,-0.94138872,-0.57108451,-0.80929904,0.85093857,0.69434649,0.84818059,3,LAYING
0.28348739,-0.013316486,-0.12296754,-0.99125126,-0.98050499,-0.97579663,-0.99319301,-0.98206795,-0.97426207,-0.92200657,-0.55746915,-0.82293262,0.84740099,0.68263973,0.82062752,3,LAYING
0.28766482,-0.011355923,-0.13199496,-0.98447133,-0.95377946,-0.96542175,-0.98676943,-0.9641053,-0.96927305,-0.91480756,-0.52012102,-0.80842748,0.84106058,0.65527379,0.80792575,3,LAYING
0.274487,-0.015155836,-0.11157786,-0.9810579,-0.93984769,-0.94304124,-0.98342772,-0.94795838,-0.94154876,-0.91185914,-0.52012102,-0.80590237,0.83974372,0.65527379,0.806699,3,LAYING
0.26633797,-0.015746865,-0.10898144,-0.96463452,-0.899098,-0.91109241,-0.97018473,-0.91020849,-0.91296979,-0.91149392,-0.49903694,-0.75449853,0.79115281,0.63799158,0.80138323,3,LAYING
0.24782504,-0.019898451,-0.096118061,-0.9562782,-0.8865345,-0.89460348,-0.95945579,-0.89304709,-0.8919051,-0.91149392,-0.49903694,-0.75449853,0.79115281,0.63799158,0.80138323,3,LAYING
0.24147544,-0.025622039,-0.069812387,-0.96954752,-0.93466646,-0.94024294,-0.97402184,-0.9431999,-0.94163532,-0.92358519,-0.53018847,-0.75768626,0.79125444,0.63844542,0.81643715,3,LAYING
0.27421965,-0.020438819,-0.09303619,-0.97834458,-0.96382202,-0.94554179,-0.98124354,-0.96713412,-0.94854126,-0.91694637,-0.54766686,-0.79260138,0.82126503,0.67526375,0.81187501,3,LAYING
0.31421469,-0.009717063,-0.13887653,-0.97974512,-0.9596494,-0.93934558,-0.98153958,-0.95738109,-0.93549773,-0.91116797,-0.54766686,-0.78783249,0.83517747,0.67446851,0.80600519,3,LAYING
0.29067526,-0.06840145,0.001410657,-0.93247349,-0.83451273,-0.81683295,-0.94563181,-0.83197056,-0.84535841,-0.8049461,-0.57857122,-0.54718487,0.82076398,0.55229257,0.86471716,3,LAYING
0.25657896,-0.027865744,-0.044736071,-0.96157923,-0.9540032,-0.95450802,-0.97020174,-0.95808852,-0.95870537,-0.87046642,-0.5531274,-0.76593244,0.82246387,0.65499235,0.83398739,3,LAYING
0.27507698,-0.027643686,-0.064616825,-0.96678356,-0.95929927,-0.94813481,-0.97757442,-0.96765882,-0.94611944,-0.87046642,-0.5531274,-0.76593244,0.82936208,0.65499235,0.83398739,3,LAYING
0.2631234,-0.022800213,-0.090274058,-0.99161904,-0.98927841,-0.99255127,-0.99321152,-0.9899612,-0.99281488,-0.93133238,-0.57217261,-0.81021222,0.83683469,0.68683992,0.85118856,3,LAYING
0.26825472,-0.018749283,-0.098933134,-0.99130088,-0.9917934,-0.99410213,-0.9925864,-0.99179973,-0.99361152,-0.93057103,-0.57217261,-0.81468046,0.84050676,0.69039557,0.84702978,3,LAYING
0.27527453,-0.0191315,-0.10443454,-0.99300649,-0.99288977,-0.99223543,-0.99442377,-0.99245304,-0.99211092,-0.93057103,-0.57492089,-0.82050954,0.84050676,0.69039557,0.83986149,3,LAYING
0.2771948,-0.018289354,-0.10691458,-0.99417424,-0.99327288,-0.99285455,-0.9952041,-0.99251812,-0.99282631,-0.93394844,-0.57062329,-0.82444354,0.84207435,0.69224579,0.83986149,3,LAYING
0.27274802,-0.015981187,-0.10868394,-0.99321342,-0.99536028,-0.99520976,-0.99432894,-0.99527774,-0.99521757,-0.93394844,-0.57062329,-0.82263748,0.84207435,0.69527647,0.84788322,3,LAYING
0.27531042,-0.018139973,-0.10453454,-0.99469373,-0.99302051,-0.99016752,-0.99551839,-0.99234313,-0.99183058,-0.94034944,-0.5741504,-0.81370294,0.84583841,0.68991585,0.84327947,3,LAYING
0.27824475,-0.019981604,-0.10085615,-0.9933686,-0.99271245,-0.99108875,-0.99434244,-0.99179206,-0.99238846,-0.93076229,-0.57688416,-0.81370294,0.84387212,0.68991585,0.84327947,3,LAYING
0.27513809,-0.015470307,-0.11311885,-0.99226656,-0.98898583,-0.98417876,-0.99330024,-0.98838227,-0.98626947,-0.93076229,-0.57084958,-0.82224768,0.84387212,0.69161864,0.8293678,3,LAYING
0.27365544,-0.015767117,-0.10743581,-0.99346066,-0.98899839,-0.97744649,-0.9945195,-0.98870912,-0.97849353,-0.93247097,-0.57084958,-0.81161418,0.84364784,0.68862356,0.8293678,3,LAYING
0.2714901,-0.019702445,-0.093862999,-0.99447089,-0.99572824,-0.99206184,-0.99486898,-0.99610892,-0.99188303,-0.93831068,-0.57919646,-0.81161418,0.84364784,0.68862356,0.85091492,3,LAYING
0.28152916,-0.013984689,-0.11851874,-0.9833403,-0.96326402,-0.95131566,-0.98845202,-0.97458691,-0.95759278,-0.91045886,-0.52899119,-0.81184163,0.84176842,0.67538878,0.801827,3,LAYING
0.28170692,-0.014668325,-0.1209007,-0.97830519,-0.95752302,-0.95092819,-0.98630626,-0.96818864,-0.95840104,-0.91045886,-0.52899119,-0.81400569,0.80678146,0.67538878,0.801827,3,LAYING
0.27710055,-0.017914596,-0.10617854,-0.98569646,-0.98046288,-0.97999788,-0.99108905,-0.98243531,-0.97688683,-0.93703566,-0.56039959,-0.81400569,0.80678146,0.6810013,0.84182605,3,LAYING
0.24035356,-0.035939737,-0.14396082,-0.27416339,-0.058890455,-0.38028749,-0.33049464,-0.10464602,-0.35778898,-0.029931791,0.15155954,-0.43122058,0.22752524,0.092316965,0.47381483,3,WALKING
0.38523426,0.000421364,-0.11697045,-0.250653,0.094906118,-0.32791882,-0.30596442,0.049863092,-0.3084266,0.037902236,0.15155954,-0.43122058,0.22752524,-0.12736291,0.29342641,3,WALKING
0.31645563,-0.053056489,-0.11772549,-0.28095386,0.081084434,-0.3479344,-0.33626908,0.039512227,-0.34998796,0.054995698,-0.11929602,-0.41320917,0.23710319,-0.12736291,0.29342641,3,WALKING
0.20319549,-0.038446535,-0.13871066,-0.30988245,-0.022838801,-0.37923021,-0.37158316,-0.074784002,-0.39202958,0.054995698,-0.27132446,-0.41320917,0.23797999,-0.12459778,0.29809446,3,WALKING
0.23717016,0.027868452,-0.14983832,-0.29114925,-0.069107177,-0.3439024,-0.35826592,-0.14368117,-0.36625286,-0.061166199,-0.15100428,-0.45288566,0.27332416,-0.12459778,0.29809446,3,WALKING
0.33268007,0.005248519,-0.11552427,-0.23943873,-0.070930773,-0.32011153,-0.30097202,-0.11068447,-0.32983345,-0.001693039,-0.15100428,-0.40598945,0.28434107,0.083822733,0.33079713,3,WALKING
0.36837858,-0.033389737,-0.11176978,-0.27090165,-0.015274504,-0.38166725,-0.32436678,-0.034896591,-0.39139652,-0.001693039,-0.026713713,-0.40598945,0.33060975,-0.008809825,0.33079713,3,WALKING
0.23201142,-0.017807834,-0.092754737,-0.31746964,-0.048170653,-0.43489831,-0.36621054,-0.09561642,-0.43729231,-0.13467121,-0.026713713,-0.48492565,0.32115482,-0.089824345,0.44205835,3,WALKING
0.18181686,-0.026174902,-0.057207626,-0.31795199,-0.10571162,-0.33810431,-0.36799398,-0.17459669,-0.35596267,-0.064368876,-0.22409941,-0.48492565,0.21563434,-0.089824345,0.1383387,3,WALKING
0.26372531,-0.011218524,-0.080054133,-0.32564854,-0.042241869,-0.31074482,-0.36206267,-0.084909894,-0.3426225,-0.009690412,-0.18739406,-0.4856887,0.21563434,0.023182298,0.1383387,3,WALKING
0.34416053,0.014026806,-0.098313005,-0.29563392,0.001667493,-0.35591472,-0.32415908,-0.003537495,-0.36985763,-0.009690412,-0.019320007,-0.48332157,0.32370681,0.023182298,0.28742822,3,WALKING
0.32222132,-0.034243851,-0.1320607,-0.31727372,0.036288623,-0.36125549,-0.35807094,0.027266046,-0.35728551,-0.1298338,-0.019320007,-0.48332157,0.32370681,-0.03306486,0.28742822,3,WALKING
0.26773362,-0.039672038,-0.12391689,-0.39810153,-0.067393798,-0.39099462,-0.45003648,-0.072337809,-0.37103284,-0.11143248,-0.14885164,-0.47747998,0.34100336,-0.03306486,0.50308774,3,WALKING
0.25480481,0.007218198,-0.11755844,-0.45324625,-0.22394251,-0.40624396,-0.52193326,-0.22251535,-0.40153065,-0.11143248,-0.14885164,-0.47747998,0.3187775,0.17410409,0.38858343,3,WALKING
0.20035178,-0.034791181,-0.18126558,-0.36537155,-0.025414502,-0.3802458,-0.41528851,-0.088163437,-0.39892363,0.028700479,-0.11589077,-0.51036651,0.31032455,-0.23522475,0.36629236,3,WALKING
0.27826892,0.018375829,-0.10129593,-0.31488057,-0.15756501,-0.39481184,-0.36356572,-0.14596811,-0.42375892,0.028700479,-0.19674559,-0.45968419,0.33650973,0.093083972,0.37061409,3,WALKING
0.34005104,-0.025916701,-0.10771677,-0.30317176,-0.089110599,-0.42132441,-0.32964685,-0.087456165,-0.42247928,-0.097327535,-0.19674559,-0.45968419,0.32829989,0.042384344,0.40482623,3,WALKING
0.32614515,-0.043925372,-0.12927787,-0.27516332,-0.099460476,-0.38090625,-0.29292111,-0.11575443,-0.37945928,-0.097327535,-0.27139475,-0.45008056,0.32829989,0.042384344,0.33790258,3,WALKING
0.24592767,-0.007952362,-0.095790632,-0.30670553,-0.10612429,-0.36966311,-0.34232841,-0.14355983,-0.37608158,-0.12866004,-0.096934739,-0.45008056,0.36636023,-0.023537226,0.33790258,3,WALKING
